record_id,age,region,income,education,gender,saab,hormone,top_sex,bottom_sex,sex_orient,sex_attrac,sex_last_year,ethnic,isos_1,isos_2,isos_3,isos_4,isos_5,isos_6,isos_7,isos_8,isos_9,isos_10,isos_11,isos_12,isos_13,isos_14,isos_15,gims_1,gims_2,gims_3,gims_4,gims_5,gims_6,gims_7,gims_8,gims_9,gims_10,gims_11,gims_12,gims_13,gims_14,sobbs_1,sobbs_2,sobbs_3,sobbs_4,sobbs_5,sobbs_6,sobbs_7,sobbs_8,sobbs_9,sobbs_10,sobbs_11,sobbs_12,sobbs_13,sobbs_14,tis_1,tis_2,tis_3,tis_4,tis_5,tis_6,tis_7,tis_8,tis_9,tis_10,tis_11,tis_12,tis_13,tis_14,tis_15,tis_16,tis_17,tis_18,tis_19,tis_20,tis_21,tis_22,tis_23,tis_24,tis_25,tis_26,pfq2s_1,pfq2s_10,pfq2s_9,pfq2s_8,pfq2s_7,pfq2s_6,pfq2s_5,pfq2s_4,pfq2s_3,pfq2s_2,mhi_1,mhi_5,mhi_4,mhi_3,mhi_2,open_comment
830,27,East Coast,"$20,000 - $44,999",some college,trans_man,female,took in the past but not currently,would like to in the future,unsure about the future,heterosexual,cisgender women,cisgender women,White / European American,1,3,4,4,3,3,2,3,3,2,3,2,3,3,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,4,2,4,2,4,3,4,2,2,2,3,3,4,3,5,5,4,5,5,3,3,2,3,3,4,3,5,4,3,5,4,5,5,5,6,5,3,3,5,3,3,3,4,2,2,4,3,4,3,4,5,3,3,4,NA
838,27,East Coast,"$20,000 - $44,999",high school diploma / GED,trans_man,female,plan to take in the future,would like to in the future,unsure about the future,queer,all genders,cisgender men,White / European American,2,3,4,3,2,3,2,3,3,1,2,2,2,2,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,4,1,2,4,2,1,1,1,5,1,2,2,6,6,1,6,5,1,4,3,4,4,2,2,3,2,5,1,1,4,2,3,4,7,1,6,7,2,1,2,1,3,2,1,1,4,2,3,5,3,3,4,My partner died in January. I have been struggling with anxiety and depression more this year than I have in a long time.
839,18,Southeast,"less than $20,000",some college,trans_man,female,plan to take in the future,would like to in the future,do not plan to in the future,gay,cisgender men,cisgender men,White / European American,2,2,4,4,3,2,1,2,1,1,2,2,3,1,3,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,3,1,3,2,4,4,4,3,1,2,2,1,4,5,5,6,3,2,5,3,5,7,6,6,5,5,3,1,5,6,3,5,5,5,2,6,1,6,6,3,2,4,2,3,2,2,4,5,3,2,3,4,5,5,NA
844,21,Southeast,"less than $20,000",high school diploma / GED,trans_man,female,plan to take in the future,would like to in the future,would like to in the future,bi/pansexual,cisgender men,cisgender men,White / European American,2,1,4,2,2,2,2,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,5,3,5,2,5,5,5,4,3,4,5,4,5,1,2,6,2,5,5,4,5,6,6,7,1,7,2,2,2,4,4,7,7,6,2,7,1,5,6,4,3,5,4,5,3,5,5,5,4,5,5,1,1,2,NA
845,21,Midwest,"less than $20,000",associate degree,trans_man,female,plan to take in the future,would like to in the future,unsure about the future,gay,cisgender men,no sex attrac,White / European American,1,2,3,2,1,1,1,2,1,1,1,2,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,2,3,1,3,1,2,4,3,1,1,2,3,1,3,5,5,4,4,3,3,5,3,4,3,3,4,2,1,2,3,4,2,6,2,4,2,1,2,4,3,3,3,4,2,3,3,4,2,4,2,2,2,4,5,5,NA
848,28,Southeast,"$45,000 - $139,999",high school diploma / GED,trans_man,female,currently taking,have had,have had,heterosexual,cisgender women,cisgender women,White / European American,1,1,3,3,2,2,1,4,2,4,2,2,3,3,2,1,1,1,1,1,1,1,1,1,0,0,0,1,0,2,4,2,4,2,4,4,4,2,2,2,4,3,4,5,2,7,2,1,1,2,3,6,6,6,5,6,5,5,5,4,6,4,4,4,7,4,5,2,3,3,2,4,2,3,3,2,3,5,3,4,5,2,3,4,There should be options to select transsexual man or transsexual woman under the vast gender identity options.
853,20,West Coast,"less than $20,000",high school diploma / GED,trans_man,female,currently taking,would like to in the future,do not plan to in the future,other,all genders,all genders,Black / African American / Caribbean American,1,1,3,4,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,4,2,4,2,5,5,5,NA,2,1,3,2,4,5,3,6,6,6,5,5,5,5,5,6,6,6,3,6,7,5,2,6,6,5,6,7,4,5,7,4,4,4,4,4,2,3,5,5,4,5,5,2,2,2,NA
856,19,West Coast,"more than $140,000",associate degree,trans_man,female,currently taking,would like to in the future,unsure about the future,gay,cisgender men,cisgender men,White / European American,2,2,3,3,2,2,1,2,1,1,1,2,2,2,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2,3,2,4,2,4,4,3,2,1,2,3,2,4,3,4,2,2,2,3,6,1,5,4,5,6,5,2,1,1,5,5,7,4,1,3,1,2,3,6,2,3,3,2,2,3,4,2,2,2,3,3,6,4,4,NA
864,25,Midwest,"$45,000 - $139,999",graduate school,trans_man,female,currently taking,have had,unsure about the future,heterosexual,cisgender women,cisgender women,White / European American,2,3,4,4,4,3,1,3,1,2,2,1,1,1,2,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,3,2,3,2,3,2,3,3,1,1,2,2,4,3,2,6,5,5,1,1,4,6,7,5,5,5,5,3,3,6,7,5,7,5,4,6,3,2,3,3,3,2,1,3,1,3,3,3,3,3,3,4,5,6,NA
865,24,West Coast,"less than $20,000",tradeperson certificate,trans_man,female,currently taking,would like to in the future,would like to in the future,gay,cisgender men,cisgender men,White / European American,1,4,5,5,2,4,1,4,1,1,1,2,2,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,7,1,1,1,7,4,1,4,1,1,1,1,1,1,6,1,1,7,1,1,1,1,1,7,7,3,1,1,1,3,4,1,1,4,1,1,2,5,5,6,Great survey!
871,21,Rocky Mountains,"$20,000 - $44,999",bachelors degree,trans_man,female,currently taking,have had,unsure about the future,other,specific genders,specific genders,Multiethnic,1,2,3,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,4,2,4,1,4,2,1,1,1,1,2,1,1,1,3,7,7,7,1,1,6,6,3,7,1,5,6,7,7,7,7,2,6,6,7,7,6,1,1,3,2,3,3,2,4,2,3,2,2,2,3,3,5,6,"Thank you for making this survey! I really appreciate it! I'd like to clarify that, when I marked feeling different from both cisgender and transgender people, I'm not sure if that's because of my own personal experience regarding being transgender or something making me feel alienated from most other humans."
873,20,Southeast,"less than $20,000",some college,trans_man,female,currently taking,have had,unsure about the future,bi/pansexual,all genders,all genders,White / European American,1,4,4,5,2,3,1,4,4,2,3,3,5,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,2,5,3,5,3,5,5,5,2,2,2,5,1,5,1,4,7,5,7,3,4,6,7,6,7,2,7,6,6,6,7,1,4,6,7,6,5,2,2,5,5,5,5,3,5,1,3,4,5,5,5,6,2,1,2,NA
874,21,Midwest,"less than $20,000",some college,trans_man,female,currently taking,would like to in the future,would like to in the future,bi/pansexual,all genders,all genders,White / European American,1,2,3,3,2,1,1,2,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,2,4,2,5,3,5,5,5,2,2,2,5,2,5,5,2,3,2,2,2,5,2,6,5,7,5,6,2,4,2,4,2,6,6,1,1,3,2,3,2,4,3,4,2,2,3,3,1,5,2,3,3,2,3,4,NA
875,19,Midwest,"less than $20,000",some college,trans_man,female,currently taking,would like to in the future,do not plan to in the future,bi/pansexual,all genders,cisgender men,Multiethnic,3,2,4,4,1,2,3,2,3,1,3,1,2,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,5,2,5,1,5,5,5,1,2,1,4,1,5,5,3,2,1,1,6,7,1,7,7,6,4,6,1,1,1,7,1,7,6,5,1,1,1,5,6,3,2,4,4,2,3,2,1,5,2,2,2,5,4,5,"I hope you're taking well into account the different levels of experience trans members are answering this survey with. As a trans man who's been on hrt for over a year and has has my legal name changed, passing, though obviously important to me, is no longer a huge fear or worry for me because I know I completely pass now. Before hrt, my worries about passing limited my participation in events outside of my home because I was so fearful of being recognized as trans and the consequences that would follow. I used to be very miserable and low energy because fears of passing, being misgendered, and being harrassed constantly followed me. Now, I no longer have those constant worries floating around me, so I feel a lot happier and more peaceful, thanks to hrt. I hope you are taking experiences like mine into account with this survey."
876,18,West Coast,"$45,000 - $139,999",high school diploma / GED,trans_man,female,plan to take in the future,would like to in the future,unsure about the future,bi/pansexual,all genders,all genders,White / European American,3,2,4,4,2,3,3,2,2,2,2,2,2,1,3,0,1,0,1,1,1,1,1,1,0,0,0,0,0,4,4,4,3,3,5,3,3,3,4,4,4,2,4,1,2,4,5,5,3,3,3,3,2,3,5,3,1,5,1,4,5,7,2,1,3,2,4,3,5,2,2,3,3,3,2,2,3,3,2,3,3,4,4,5,NA
877,18,West Coast,"less than $20,000",high school diploma / GED,trans_man,female,currently taking,have had,unsure about the future,bi/pansexual,all genders,no sex attrac,White / European American,2,2,4,3,2,2,3,2,1,1,2,1,2,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,3,4,2,5,1,5,5,5,1,2,1,4,1,5,4,3,3,4,5,2,4,2,5,2,7,3,5,3,2,6,4,3,4,3,5,3,5,4,3,2,2,4,5,4,4,2,2,3,4,1,4,4,4,3,5,NA
878,25,East Coast,"less than $20,000",bachelors degree,trans_man,female,currently taking,would like to in the future,unsure about the future,queer,all genders,all genders,White / European American,2,2,4,4,2,2,2,3,1,1,1,2,2,2,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,4,2,4,1,5,4,4,1,2,2,4,1,5,5,6,6,5,2,6,5,4,2,3,5,5,2,3,3,5,3,5,7,5,2,3,4,3,6,7,3,2,3,3,4,3,2,3,4,2,2,4,3,5,5,NA
879,20,East Coast,"less than $20,000",some college,trans_man,female,unsure about the future,unsure about the future,do not plan to in the future,bi/pansexual,all genders,all genders,White / European American,1,2,4,4,2,1,1,4,1,2,1,3,1,2,3,1,1,1,1,1,1,1,1,0,1,0,1,1,1,2,5,1,1,1,5,2,5,1,3,3,4,1,5,5,7,5,2,5,7,6,1,1,1,1,4,1,1,7,5,1,4,6,1,1,7,1,5,6,6,4,3,4,5,3,5,3,3,4,3,4,4,2,2,3,N/a
881,22,Southeast,"less than $20,000",bachelors degree,trans_man,female,currently taking,have had,unsure about the future,gay,cisgender men,cisgender men,White / European American,1,2,4,3,1,1,1,2,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,4,2,3,1,4,3,2,1,1,1,1,1,3,5,2,3,1,5,4,1,5,5,6,5,4,5,4,1,2,4,5,4,4,2,5,5,3,4,5,2,2,3,3,2,2,1,3,4,1,4,2,5,3,5,"In the section about which emotions I feel and how frequently, I feel you would get better data if you specified the circumstances in which I feel those emotions. For example, ""Please respond with how often you experience these emotions in relation to being trans."""
883,23,West Coast,"less than $20,000",bachelors degree,trans_man,female,currently taking,have had,would like to in the future,bi/pansexual,cisgender m&w,cisgender m&w,Multiethnic,1,2,5,5,2,1,1,2,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,5,3,5,2,5,5,5,2,3,4,4,3,5,1,1,6,3,6,1,2,5,6,7,7,1,6,5,5,7,7,6,5,6,6,5,7,5,1,3,4,3,3,3,2,1,3,3,5,2,4,3,5,4,6,NA
888,37,Rocky Mountains,"$45,000 - $139,999",graduate school,trans_man,female,currently taking,have had,would like to in the future,heterosexual,cisgender women,cisgender women,White / European American,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,2,1,1,1,1,1,1,1,1,1,4,1,1,4,6,5,5,4,3,1,2,5,3,5,3,5,3,5,3,5,5,4,5,5,4,2,5,3,3,3,4,4,3,2,1,2,2,2,2,1,1,5,6,6,NA
890,37,Southeast,"$20,000 - $44,999",associate degree,trans_man,female,currently taking,would like to in the future,would like to in the future,bi/pansexual,all genders,no sex attrac,White / European American,2,3,4,3,2,5,2,2,2,2,2,3,2,2,3,1,1,1,0,1,1,0,1,1,1,1,1,0,0,2,4,4,4,3,5,4,5,3,3,3,5,2,5,3,4,5,5,3,4,4,4,5,5,5,3,5,4,5,5,6,5,3,5,5,5,5,5,3,4,4,2,3,4,5,4,3,4,5,3,5,5,2,2,3,NA
891,29,Midwest,"$20,000 - $44,999",bachelors degree,trans_man,female,currently taking,have had,have had,bi/pansexual,specific genders,cisgender men,Multiethnic,3,2,5,5,4,5,2,4,3,2,5,3,3,2,3,1,1,1,1,1,1,1,1,1,0,0,0,1,1,3,5,4,4,2,5,5,5,2,2,3,5,5,5,5,5,2,6,7,5,4,2,1,1,5,5,2,3,7,7,4,5,6,4,2,7,5,5,5,7,3,4,3,4,5,3,2,3,5,2,5,4,2,1,2,NA
896,21,Southeast,"$20,000 - $44,999",some college,trans_man,female,plan to take in the future,would like to in the future,do not plan to in the future,queer,all genders,cisgender women,White / European American,1,5,5,5,4,2,1,5,2,3,1,2,2,2,2,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,5,2,4,2,5,5,5,1,3,1,5,1,5,1,5,6,6,6,4,1,5,5,3,4,2,2,4,5,7,4,7,4,1,2,6,3,6,5,2,5,5,5,5,5,4,5,5,5,5,5,6,1,1,2,NA
898,42,West Coast,"more than $140,000",graduate school,trans_woman,male,plan to take in the future,would like to in the future,do not plan to in the future,bi/pansexual,cisgender m&w,cisgender m&w,White / European American,1,2,3,3,1,2,1,2,2,1,2,1,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,4,2,3,1,5,5,4,2,2,2,4,2,4,2,2,2,3,5,1,1,4,2,2,2,4,2,2,5,5,5,5,5,6,5,4,1,1,1,1,4,4,5,4,2,2,4,5,5,4,4,4,3,3,4,NA
906,23,Midwest,"less than $20,000",some college,trans_man,female,plan to take in the future,would like to in the future,unsure about the future,other,all genders,all genders,White / European American,1,1,5,5,3,2,1,2,2,1,1,3,2,3,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,5,2,2,2,5,5,5,2,4,3,5,4,5,1,4,7,7,7,7,1,7,7,7,7,1,5,7,7,7,7,7,4,7,5,7,7,7,3,4,5,5,5,5,5,5,5,5,5,5,4,5,1,2,3,NA
907,32,East Coast,"$45,000 - $139,999",graduate school,trans_man,female,currently taking,have had,have had,bi/pansexual,all genders,cisgender m&w,White / European American,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,4,1,4,4,1,1,1,1,1,1,1,1,1,5,1,3,1,1,2,3,6,6,1,1,1,1,1,4,1,1,4,1,5,3,2,1,1,2,2,2,1,1,1,1,1,2,1,2,2,5,5,5,NA
909,19,East Coast,"less than $20,000",high school diploma / GED,trans_man,female,currently taking,would like to in the future,unsure about the future,bi/pansexual,all genders,all genders,White / European American,1,1,1,2,2,1,1,2,2,2,2,2,1,2,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,2,4,3,3,2,5,4,4,1,2,2,2,2,5,4,5,7,5,5,4,4,5,7,5,4,4,5,5,1,7,5,6,6,5,3,4,6,5,5,5,4,5,5,3,5,4,4,5,5,3,3,4,2,2,3,NA
910,20,Midwest,"$20,000 - $44,999",bachelors degree,trans_man,female,unsure about the future,would like to in the future,do not plan to in the future,other,specific genders,no sex attrac,White / European American,1,3,4,4,4,2,2,3,2,3,2,3,3,3,2,1,1,1,0,1,1,0,0,0,0,0,0,1,0,4,4,3,4,2,5,4,4,2,4,2,4,4,4,1,5,5,7,7,4,3,5,5,5,4,1,5,5,7,7,5,7,1,5,5,7,5,4,5,4,4,4,4,4,4,2,3,4,4,4,4,6,1,3,3,NA
911,18,West Coast,"$20,000 - $44,999",some college,trans_man,female,currently taking,would like to in the future,unsure about the future,bi/pansexual,all genders,all genders,White / European American,1,1,3,3,1,1,1,1,1,2,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,2,4,1,4,1,5,4,1,1,1,1,4,4,5,1,1,7,7,7,1,1,6,7,7,7,1,7,5,5,7,7,6,1,6,3,7,7,2,1,5,4,3,2,1,1,3,1,3,3,1,2,3,5,5,5,NA
